work,source_type,source_ref,place_text,normalized_place,place_type,city,region,country,confidence,context
Je me souviens,epub,chap1.html,Port-Mahon,port-mahon,other,,,Spain,0.750,Referenced in the context of an anecdote about the invention of mayonnaise.
Je me souviens,epub,chap1.html,la Baie des Cochons,baie des cochons,natural_feature,,,Cuba,0.800,Mentioned without further description.
Je me souviens,epub,chap1.html,rue Montmartre,rue montmartre,street,Paris,Île-de-France,France,0.850,Location of 'Café du Croissant'.
Je me souviens,epub,chap1.html,rue du Commandant-Mouchotte,rue du commandant-mouchotte,street,Paris,Île-de-France,France,0.800,Mentioned as a location where a cat was found.
Je me souviens,epub,chap1.html,New York,new york,city,New York,New York,United States,0.950,Referencing a blackout that affected the city.
Je me souviens,epub,appen6.html,Paris,Paris,city,Paris,Île-de-France,France,1.000,Georges Perec est né à Paris le 7 mars 1936.
Je me souviens,epub,appen6.html,Paris,Paris,city,Paris,Île-de-France,France,1.000,Georges Perec est mort à Paris le 3 mars 1982.
Je me souviens,epub,appen6.html,Ellis Island,Ellis Island,landmark,,,United States,0.800,Récits d’Ellis Island. Histoires d’errance et d’espoir.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Casablanca,casablanca,city,Casablanca,Casablanca-Settat,Morocco,0.900,Marc Augé mentions a book titled 'Casablanca'.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Reims,reims,city,Reims,Grand Est,France,0.900,Daniele Del Giudice mentions a museum located in Reims.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Athènes,Athens,city,Athènes,Attica,Greece,0.900,Referencing political myth and culture in Athens.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Japon,Japan,country,,,Japan,0.800,Context implies a literary discussion about Japan.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Chine,China,country,,,China,0.800,Discussing ancient Chinese politics and mystique.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Israël,Israel,country,,,Israel,0.800,Mention of the context relating to the Israeli-Palestinian conflict.
L'attentat de Sarajevo : récit,epub,La Librairie du XXI e  siècle,Nordeste,Northeast Brazil,region,,Northeast,Brazil,0.700,Referring to the Sertão of the Northeast of Brazil.
L'attentat de Sarajevo : récit,epub,Préface,Paris,Paris,city,Paris,Île-de-France,France,0.950,The narrator describes a relationship involving characters in Paris.
L'attentat de Sarajevo : récit,epub,Préface,Sarajevo,Sarajevo,city,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,0.950,"The narrator plans to confront Branko in Sarajevo, where Branko and Anna live."
L'attentat de Sarajevo : récit,epub,Préface,Belgrade,Belgrade,city,Belgrade,Belgrade,Serbia,0.950,The characters frequent Belgrade alongside their experiences in Paris.
L'attentat de Sarajevo : récit,epub,Préface,Pescara,Pescara,city,Pescara,Abruzzo,Italy,0.850,Reference to Federico Fellini's film about young men in Pescara.
L'attentat de Sarajevo : récit,epub,Préface,yougoslave,Yugoslavia,country,,,Yugoslavia,0.900,Group of intellectuals and artists from Yugoslavia.
L'attentat de Sarajevo : récit,epub,Préface,Belgrade,Belgrade,city,Belgrade,Belgrade,Serbia,0.950,Perec mentions taking a train to Belgrade.
L'attentat de Sarajevo : récit,epub,Préface,Sarajevo,Sarajevo,city,Sarajevo,,Bosnia and Herzegovina,0.950,Perec's novel is titled 'L’Attentat de Sarajevo'.
L'attentat de Sarajevo : récit,epub,Préface,Paris,Paris,city,Paris,Île-de-France,France,0.950,Perec frequents a group of artists in Paris.
L'attentat de Sarajevo : récit,epub,Préface,rue Saint-Honoré,Rue Saint-Honoré,street,Paris,Île-de-France,France,0.900,Perec's solitude is mentioned on Rue Saint-Honoré.
L'attentat de Sarajevo : récit,epub,Préface,Étampes,Étampes,city,Étampes,Île-de-France,France,0.850,Perec dictated his work to a former classmate from Étampes.
L'attentat de Sarajevo : récit,epub,Préface,Autriche,austria,country,,,Austria,0.900,Mentioned in association with the archduke of Austria.
L'attentat de Sarajevo : récit,epub,Préface,Sarajevo,sarajevo,city,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,0.950,The context discusses the assassination event referred to as 'L'attentat de Sarajevo'.
L'attentat de Sarajevo : récit,epub,Préface,Yougoslavie,yugoslavia,country,,,Yugoslavia,0.850,The text references a letter sent from Yugoslavia.
L'attentat de Sarajevo : récit,epub,Préface,Belgrade,belgrade,city,Belgrade,Belgrade,Serbia,0.900,Mladen at Belgrade did a portrait of Perec.
L'attentat de Sarajevo : récit,epub,Préface,Belgrade,Belgrade,city,Belgrade,,Serbia,0.900,Topličin Venac est le nom de la rue de Belgrade où habite Mila.
L'attentat de Sarajevo : récit,epub,Préface,Yougoslavie,Yugoslavia,country,,,Yugoslavia,0.800,La Yougoslavie est alors un « pays de l’Est » en mauvaise relation avec les autres « pays de l’Est ».
L'attentat de Sarajevo : récit,epub,Préface,Paris,Paris,city,Paris,Ile-de-France,France,0.950,Dans son dialogue avec Sreten est lâchée la phrase…
L'attentat de Sarajevo : récit,epub,Préface,Auschwitz,Auschwitz,landmark,,,Poland,0.850,De sa mère morte à Auschwitz en février 1943.
L'attentat de Sarajevo : récit,epub,Préface,Sarajevo,Sarajevo,city,Sarajevo,,Bosnia and Herzegovina,0.900,L'Attentat de Sarajevo évoque un événement marquant dans cette ville.
L'attentat de Sarajevo : récit,epub,Préface,Paris,Paris,city,Paris,Île-de-France,France,0.900,Le narrateur fréquente un groupe de Yougoslaves à Paris.
L'attentat de Sarajevo : récit,epub,Préface,Belgrade,Belgrade,city,Belgrade,,Serbia,0.900,Le narrateur se rend à Belgrade où il erre à travers la ville.
L'attentat de Sarajevo : récit,epub,Préface,Kalemegdan,Kalemegdan,landmark,,,Serbia,0.800,L'un des endroits marquants de Belgrade mentionnés dans le texte.
L'attentat de Sarajevo : récit,epub,Préface,Skadarlija,Skadarlija,street,,,Serbia,0.800,Un des bars ou restaurants à Belgrade évoqué pour son atmosphère.
L'attentat de Sarajevo : récit,epub,Préface,la côte dalmate,Dalmatian Coast,region,,Dalmatia,Croatia,0.700,Mention d'une croisière le long de la côte dalmate.
L'attentat de Sarajevo : récit,epub,Préface,Rovigno,Rovinj,city,Rovinj,Istria,Croatia,0.800,Valène avoue son amour en face des murailles crénelées de Rovigno.
L'attentat de Sarajevo : récit,epub,Établissement du texte,Étampes,Etampes,city,Étampes,Île-de-France,France,0.900,"Mentioned as the hometown of Noëlla Menut, an associate of Perec."
L'attentat de Sarajevo : récit,epub,Établissement du texte,Angleterre,England,country,,,England,0.800,Mentioned in the context of Voijin Čolak-Antić's career conclusion.
L'attentat de Sarajevo : récit,epub,Établissement du texte,Yougoslavie,Yugoslavia,country,,,Yugoslavia,0.900,Mentioned as the location corresponding to the dates of Perec's stay.
L'attentat de Sarajevo : récit,epub,Remerciements,Sarajevo,sarajevo,city,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,0.900,Referenced as the title of the work 'L’Attentat de Sarajevo'.
L'attentat de Sarajevo : récit,epub,PL22.xhtml,Waterloo,Waterloo,other,,,Belgium,0.900,Reference to a famous battle place.
L'attentat de Sarajevo : récit,epub,PL22.xhtml,Paris,Paris,city,Paris,Île-de-France,France,1.000,Cited as the location related to a publication.
L'attentat de Sarajevo : récit,epub,PL2.xhtml,Sarajevo,Sarajevo,city,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,0.950,The text discusses the assassination that took place in Sarajevo.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Quartier,Quartier,district,,,,0.700,Branko and the narrator had rendez-vous in the Quartier.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Rive Gauche Hôtel,Rive Gauche Hotel,building,Paris,,France,0.900,Mila was staying at the Rive Gauche Hôtel.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Biarritz,Biarritz,landmark,,,,0.500,The narrator and Branko went for coffee at the Biarritz.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Yougoslavie,Yugoslavia,country,,,Yugoslavia,0.800,Branko discussed political ideas about the Yougoslavie.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Seine,Seine,river,Paris,,France,0.900,The narrator mentioned walking along the Seine.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Palais-Royal,Palais-Royal,landmark,Paris,,France,0.900,The narrator went to the theatre at the Palais-Royal.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Paris,Paris,city,Paris,Île-de-France,France,1.000,Je rencontrai Branko pour la première fois à Paris un soir de novembre.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Montparnasse,Montparnasse,district,Paris,Île-de-France,France,1.000,"C’était au Dôme, je crois, ou au Select, enfin dans l’un de ces cafés de Montparnasse."
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Macédoine,Macedonia,region,,,North Macedonia,0.800,un médecin qui venait faire un stage de perfectionnement en France me parler de la lutte contre la tuberculose en Macédoine.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Calvados,Calvados,region,,Normandy,France,0.900,une fille décrivant les beautés touristiques du Calvados.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Belgrade,Belgrade,city,Belgrade,Belgrade,Serbia,1.000,au cas où il serait inquiété à Belgrade.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Yougoslavie,Yugoslavia,country,,,Yugoslavia,0.800,m’invitait pour une année entière en Yougoslavie.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Genève,Genève,city,Genève,,Switzerland,0.900,Mila was in Geneva without specifying the purpose.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Paris,Paris,city,Paris,Île-de-France,France,0.900,The narrator reflects on time spent together in Paris.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Sarajevo,Sarajevo,city,Sarajevo,,Bosnia and Herzegovina,0.900,Branko mentioned he would stay with his wife in Sarajevo.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Belgrade,Belgrade,city,Belgrade,,Serbia,0.900,Mila was to live in Belgrade after leaving Paris.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Notre-Dame,Notre-Dame,landmark,Paris,Île-de-France,France,0.800,They wandered around Notre-Dame in Paris.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,Seine,Seine,river,Paris,Île-de-France,France,0.800,The corniche along the Seine was part of their route.
L'attentat de Sarajevo : récit,epub,PL7.xhtml,les Halles,les Halles,district,Paris,Île-de-France,France,0.700,They walked towards les Halles under the rain.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Belgrade,Belgrade,city,Belgrade,,Serbia,0.900,The narrator mentions becoming accustomed to being in Belgrade.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Danube,Danube,river,,,,0.800,The narrator notes the absence of quays along the Danube.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Save,Sava,river,,,,0.800,The narrator describes a terrace overlooking the Save.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Zagreb,Zagreb,city,Zagreb,,Croatia,0.900,The narrator mentions the illumination of the road to the aerodrome and the highway to Zagreb.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Paris,Paris,city,Paris,Île-de-France,France,0.950,The narrator reflects on the connection between romantic pursuits and promenades in Paris.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,London,London,city,London,,United Kingdom,0.900,The narrator compares the intended promenades on the Danube to those in London.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Topličin Venac,Topličin Venac,street,Belgrade,,Serbia,0.700,The narrator rushes to Topličin Venac in search of Mila.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Belgrade,Belgrade,city,Belgrade,,Serbia,0.990,The narrator mentions arriving in Belgrade where Mila is waiting.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Save,Sava,river,,,Serbia,0.850,They plan to walk along the banks of the Sava and Danube rivers.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Danube,Danube,river,,,,0.950,They plan to walk along the banks of the Sava and Danube rivers.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Novi Sad,Novi Sad,city,Novi Sad,,Serbia,0.980,Mila went to Novi Sad to visit her family.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Venise,Venice,city,Venice,Veneto,Italy,0.900,"The narrator refers to being 'standing up until Venice', indicating travel."
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Yougoslavie,Yugoslavia,country,,,Yugoslavia,0.880,The narrator is in Yugoslavia to be with Mila.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Macedoine,Macedonia,region,,,North Macedonia,0.800,An invitation to travel to monasteries in Macedonia is mentioned.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Knez Mihajlova,Knez Mihailova,street,Belgrade,,Serbia,0.850,The narrator mentions being taken to Knez Mihajlova during his stay in Belgrade.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Topličin Venac,Topličin Venac,street,Belgrade,,Serbia,0.850,"Mila lives on Topličin Venac, close to where the narrator stays."
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Kalemegdan,Kalemegdan,landmark,Belgrade,,Serbia,0.900,The narrator goes for a walk to Kalemegdan.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Topčider,Topčider,district,Belgrade,,Serbia,0.800,The narrator follows Sreten to Topčider.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Sarajevo,Sarajevo,city,Sarajevo,,Bosnia and Herzegovina,0.950,Branko arrives from Sarajevo the next morning.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Belgrade,Belgrade,city,Belgrade,,Serbia,0.950,He remains in Belgrade for a few days.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Dubrovnik,Dubrovnik,city,Dubrovnik,,Croatia,0.950,She advised him to leave for Dubrovnik.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Paris,paris,city,Paris,Île-de-France,France,0.900,Mention of a previous walk taken in Paris.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Belgrade,belgrade,city,Belgrade,Belgrade,Serbia,0.900,Mention of traveling to Belgrade.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Avala,avala,other,,,Serbia,0.800,A reference to a mountain near Belgrade.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Le Rendez-vous des chasseurs,le rendez-vous des chasseurs,building,,,,0.700,Name of a restaurant where the narrator dined.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Topličin Venac,topličin venac,street,,,,0.700,Mentioned as a location where they accompanied Mila.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Rome,rome,city,Rome,Lazio,Italy,0.800,Reference made in conversation about past meetings.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Tokyo,tokyo,city,Tokyo,Tokyo,Japan,0.800,Mentioned in conversation regarding a meeting.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Topličin Venac,Toplicin Venac,street,Belgrade,,Serbia,0.850,Je la raccompagnâmes Topličin Venac et je pris rendez-vous avec elle pour le déjeuner du lendemain.
L'attentat de Sarajevo : récit,epub,PL8.xhtml,Rome,Rome,city,Rome,Lazio,Italy,0.950,"l’un à Rome, l’autre à Tokyo, « mon cher », avec Jean Marais « absolument charmant »."
